customer_id,is_user,age,contract_type,device_os,uses_selfservice,monthly_spend,support_calls,data_volume_gb
CUST01297,0,42,Family,Android,0,45.59,3,6.5
CUST01298,0,47,Prepaid,iOS,0,26.4,1,1.68
CUST01299,0,48,Postpaid,Android,0,29.12,2,12.36
CUST01300,0,38,Postpaid,iOS,0,60.17,2,3.36
CUST01301,0,54,Prepaid,iOS,0,30.8,3,0.3
CUST01302,0,43,Postpaid,Android,0,54.32,1,4.86
CUST01303,0,37,Postpaid,iOS,1,58.83,5,3.08
CUST01304,0,50,Postpaid,Android,0,29.0,0,3.4
CUST01305,0,36,Postpaid,iOS,0,26.65,3,20.53
CUST01306,0,45,Postpaid,iOS,0,35.86,4,0.66
CUST01307,0,44,Postpaid,Unknown,0,23.67,0,4.28
CUST01308,0,55,Postpaid,Android,1,41.82,4,2.46
CUST01309,0,49,Prepaid,Android,1,36.92,3,1.27
CUST01310,0,44,Prepaid,Android,0,45.41,3,4.73
CUST01311,0,53,Postpaid,Android,1,60.95,2,4.41
CUST01312,0,58,Postpaid,iOS,0,52.26,2,7.77
CUST01313,0,50,Prepaid,iOS,1,47.34,4,8.44
CUST01314,0,45,Postpaid,Android,0,10.51,4,3.3
CUST01315,0,31,Postpaid,Android,0,46.65,0,1.58
CUST01316,0,34,Postpaid,Android,0,65.84,2,3.02
CUST01317,0,41,Young,Android,1,5.0,5,1.78
CUST01318,0,38,Prepaid,Android,0,50.34,2,1.3
CUST01319,0,43,Prepaid,Android,1,37.61,3,3.21
CUST01320,0,45,Prepaid,iOS,0,27.25,1,4.29
CUST01321,0,50,Prepaid,Android,1,52.02,2,3.57
CUST01322,0,44,Postpaid,Android,0,65.65,0,12.35
CUST01323,0,49,Prepaid,iOS,1,51.63,3,1.42
CUST01324,0,45,Postpaid,Android,0,34.43,4,1.86
CUST01325,0,25,Prepaid,iOS,0,25.85,1,4.41
CUST01326,0,35,Prepaid,iOS,1,42.17,1,3.67
CUST01327,0,43,Prepaid,iOS,1,53.1,3,0.01
CUST01328,0,32,Postpaid,Android,0,34.19,2,1.5
CUST01329,0,50,Postpaid,Android,0,35.64,2,1.17
CUST01330,0,60,Prepaid,iOS,0,82.33,2,7.33
CUST01331,0,57,Prepaid,iOS,0,56.18,3,8.05
CUST01332,0,42,Young,Android,0,57.25,2,1.34
CUST01333,0,59,Postpaid,Android,0,18.1,2,0.43
CUST01334,0,46,Prepaid,Android,0,29.39,3,0.92
CUST01335,0,41,Prepaid,Android,1,41.12,2,0.78
CUST01336,0,38,Young,Android,1,24.98,3,1.08
CUST01337,0,41,Prepaid,Android,0,64.01,3,1.07
CUST01338,0,41,Prepaid,Android,0,61.15,2,2.61
CUST01339,0,46,Prepaid,iOS,0,32.0,2,1.54
CUST01340,0,46,Prepaid,Android,0,66.76,4,3.28
CUST01341,0,45,Family,iOS,0,39.94,2,1.69
CUST01342,0,49,Postpaid,iOS,0,78.84,3,6.74
CUST01343,0,56,Postpaid,Android,0,42.17,2,12.05
CUST01344,0,54,Family,iOS,0,48.64,3,2.07
CUST01345,0,30,Prepaid,iOS,1,61.0,6,0.2
CUST01346,0,19,Prepaid,Android,1,59.16,4,1.1
CUST01347,0,54,Postpaid,Android,0,47.66,2,0.43
CUST01348,0,31,Postpaid,Android,0,37.88,2,1.69
CUST01349,0,42,Prepaid,iOS,1,47.71,2,4.14
CUST01350,0,33,Prepaid,iOS,0,27.76,2,2.93
CUST01351,0,26,Postpaid,Android,1,42.28,0,1.11
CUST01352,0,50,Postpaid,iOS,1,23.36,1,5.83
CUST01353,0,52,Young,Android,1,13.29,3,0.56
CUST01354,0,39,Postpaid,Android,0,40.76,2,1.04
CUST01355,0,19,Young,iOS,0,58.93,1,4.51
CUST01356,0,39,Postpaid,Android,1,53.89,0,0.88
CUST01357,0,48,Prepaid,iOS,0,38.77,0,4.54
CUST01358,0,30,Family,iOS,0,66.2,2,15.08
CUST01359,0,46,Prepaid,iOS,0,31.46,1,7.12
CUST01360,0,44,Postpaid,Android,0,11.23,4,0.7
CUST01361,0,50,Prepaid,iOS,1,7.27,2,2.94
CUST01362,0,46,Postpaid,iOS,0,22.28,5,2.19
CUST01363,0,35,Postpaid,Android,1,52.25,1,19.15
CUST01364,0,56,Family,Android,1,30.48,6,13.34
CUST01365,0,43,Prepaid,Android,0,46.91,4,0.54
CUST01366,0,44,Prepaid,iOS,0,64.69,3,9.58
CUST01367,0,35,Postpaid,iOS,1,23.5,4,0.86
CUST01368,0,40,Postpaid,Android,0,47.18,1,1.54
CUST01369,0,36,Postpaid,iOS,1,48.08,3,1.74
CUST01370,0,43,Prepaid,Android,1,27.09,2,1.35
CUST01371,0,62,Prepaid,iOS,0,60.31,4,7.68
CUST01372,0,31,Prepaid,Android,1,35.68,6,1.6
CUST01373,0,28,Young,Android,0,34.24,5,6.79
CUST01374,0,59,Postpaid,Android,0,71.67,2,20.72
CUST01375,0,42,Postpaid,Android,1,47.84,2,7.35
CUST01376,0,38,Postpaid,iOS,1,53.88,5,1.7
CUST01377,0,55,Postpaid,Android,0,60.32,1,4.97
CUST01378,0,38,Postpaid,Android,0,30.24,1,3.05
CUST01379,0,63,Family,Android,0,58.75,3,6.18
CUST01380,0,51,Postpaid,Android,0,32.47,2,0.66
CUST01381,0,40,Family,iOS,0,31.83,6,4.07
CUST01382,0,66,Postpaid,iOS,0,35.92,2,5.94
CUST01383,0,38,Family,Android,0,30.67,1,5.73
CUST01384,0,52,Prepaid,Android,1,52.33,2,13.25
CUST01385,0,47,Family,Android,0,44.01,1,0.24
CUST01386,0,58,Postpaid,iOS,0,32.63,4,1.7
CUST01387,0,60,Prepaid,iOS,1,50.12,4,2.59
CUST01388,0,45,Family,iOS,1,35.87,1,1.48
CUST01389,0,37,Postpaid,iOS,1,35.08,1,1.48
CUST01390,0,49,Postpaid,iOS,0,40.73,2,0.77
CUST01391,0,38,Postpaid,iOS,0,46.95,8,6.71
CUST01392,0,65,Family,Android,0,45.85,1,9.55
CUST01393,0,46,Prepaid,Android,0,34.55,3,0.34
CUST01394,0,41,Prepaid,Android,0,52.71,3,0.67
CUST01395,0,46,Postpaid,Android,0,36.66,1,1.04
CUST01396,0,31,Postpaid,iOS,0,30.18,0,2.85
CUST01397,0,35,Young,Android,0,17.98,1,6.26
CUST01398,0,57,Postpaid,Android,0,54.75,2,0.3
CUST01399,0,38,Prepaid,Android,0,40.19,2,4.05
CUST01400,0,34,Family,Android,0,43.16,5,0.65
CUST01401,0,50,Postpaid,Android,0,55.69,5,14.23
CUST01402,0,56,Prepaid,iOS,0,32.84,3,9.16
CUST01403,0,52,Postpaid,iOS,0,19.38,4,11.95
CUST01404,0,54,Prepaid,iOS,0,41.05,4,0.45
CUST01405,0,37,Postpaid,Android,0,44.62,0,2.68
CUST01406,0,30,Prepaid,Android,0,36.06,2,0.72
CUST01407,0,60,Postpaid,Android,1,62.11,3,3.67
CUST01408,0,41,Postpaid,iOS,0,5.0,3,1.06
CUST01409,0,42,Prepaid,Android,0,56.8,4,5.89
CUST01410,0,58,Postpaid,Android,1,51.87,3,4.13
CUST01411,0,50,Prepaid,iOS,0,46.85,3,3.39
CUST01412,0,49,Postpaid,Android,0,5.0,2,6.98
CUST01413,0,66,Prepaid,Android,0,59.26,3,2.77
CUST01414,0,38,Postpaid,Android,1,24.6,3,1.26
CUST01415,0,54,Prepaid,Android,0,32.38,2,3.88
CUST01416,0,45,Postpaid,Android,0,37.44,3,12.59
CUST01417,0,47,Postpaid,Android,0,46.11,3,3.68
CUST01418,0,60,Postpaid,iOS,0,49.59,3,3.97
CUST01419,0,50,Prepaid,iOS,0,53.39,1,10.92
CUST01420,0,50,Postpaid,Android,1,52.24,4,2.9
CUST01421,0,55,Young,iOS,0,43.79,5,22.46
CUST01422,0,41,Young,Android,0,46.24,3,0.7
CUST01423,0,36,Postpaid,Android,0,23.64,4,3.08
CUST01424,0,34,Prepaid,Android,0,28.73,6,0.96
CUST01425,0,25,Postpaid,iOS,1,53.43,0,2.42
CUST01426,0,65,Postpaid,Android,0,52.56,4,0.75
CUST01427,0,33,Prepaid,iOS,0,50.86,6,1.01
CUST01428,0,42,Prepaid,iOS,0,32.28,1,0.95
CUST01429,0,42,Prepaid,Android,0,53.66,3,1.54
CUST01430,0,48,Postpaid,iOS,0,22.58,3,0.58
CUST01431,0,53,Postpaid,iOS,1,56.16,1,6.63
CUST01432,0,53,Postpaid,Android,0,36.09,2,1.0
CUST01433,0,39,Prepaid,Android,1,65.26,0,2.16
CUST01434,0,43,Prepaid,iOS,1,17.18,0,0.06
CUST01435,0,47,Prepaid,iOS,1,66.45,0,0.44
CUST01436,0,42,Postpaid,Android,0,34.58,2,9.06
CUST01437,0,61,Postpaid,Android,0,34.31,5,7.26
CUST01438,0,49,Postpaid,Android,1,42.92,3,7.35
CUST01439,0,52,Postpaid,Android,1,29.54,3,2.12
CUST01440,0,51,Postpaid,Android,1,38.92,2,0.61
CUST01441,0,56,Young,iOS,0,28.94,3,0.46
CUST01442,0,46,Young,iOS,0,29.48,0,3.72
CUST01443,0,32,Prepaid,Android,1,47.3,5,7.05
CUST01444,0,48,Postpaid,iOS,0,26.48,1,9.21
CUST01445,0,38,Postpaid,iOS,0,28.48,0,1.36
CUST01446,0,39,Young,Android,0,19.41,6,1.55
CUST01447,0,50,Postpaid,Android,0,32.44,6,0.43
CUST01448,0,57,Family,Android,0,59.67,2,5.96
CUST01449,0,45,Postpaid,iOS,0,27.31,2,1.29
CUST01450,0,48,Postpaid,Android,0,29.03,1,2.62
CUST01451,0,62,Family,Unknown,0,42.91,0,10.57
CUST01452,0,47,Postpaid,Android,0,34.44,2,5.58
CUST01453,0,71,Prepaid,Android,0,73.42,2,0.22
CUST01454,0,50,Prepaid,Android,1,37.56,2,0.03
CUST01455,0,27,Postpaid,Android,0,45.03,2,6.19
CUST01456,0,52,Postpaid,iOS,0,54.16,4,3.22
CUST01457,0,48,Prepaid,Unknown,1,53.87,2,5.1
CUST01458,0,57,Prepaid,Android,1,43.5,0,0.68
CUST01459,0,51,Postpaid,Unknown,0,37.58,2,8.22
CUST01460,0,43,Family,iOS,0,70.36,3,5.94
CUST01461,0,32,Postpaid,Android,0,38.5,3,8.86
CUST01462,0,42,Postpaid,iOS,0,33.37,1,1.67
CUST01463,0,36,Postpaid,Android,1,30.31,1,1.29
CUST01464,0,39,Postpaid,Android,1,14.1,2,0.66
CUST01465,0,50,Postpaid,Android,1,52.32,1,10.64
CUST01466,0,61,Family,iOS,0,5.0,2,0.78
CUST01467,0,48,Postpaid,Android,0,39.91,0,0.51
CUST01468,0,33,Postpaid,iOS,1,36.93,2,0.86
CUST01469,0,49,Postpaid,iOS,0,73.6,4,5.9
CUST01470,0,56,Prepaid,Android,0,12.53,1,8.81
CUST01471,0,38,Young,Android,1,26.48,3,6.66
CUST01472,0,43,Postpaid,Android,0,37.96,6,3.31
CUST01473,0,45,Postpaid,Android,0,37.04,3,20.39
CUST01474,0,37,Postpaid,Android,1,31.76,3,0.29
CUST01475,0,51,Postpaid,Android,0,38.79,4,8.08
CUST01476,0,43,Postpaid,Android,0,21.11,0,2.23
CUST01477,0,49,Postpaid,Android,0,45.36,1,2.43
CUST01478,0,36,Postpaid,Android,0,5.18,1,0.55
CUST01479,0,40,Prepaid,Android,0,39.61,1,0.14
CUST01480,0,52,Postpaid,iOS,0,30.99,4,1.52
CUST01481,0,41,Family,Unknown,0,55.24,3,0.77
CUST01482,0,62,Family,Android,1,66.33,4,2.64
CUST01483,0,41,Prepaid,Android,0,35.03,3,0.64
CUST01484,0,47,Postpaid,Android,1,60.86,0,0.59
CUST01485,0,54,Postpaid,Android,0,35.26,1,8.38
CUST01486,0,30,Postpaid,Android,0,25.51,1,10.17
CUST01487,0,27,Prepaid,iOS,0,66.19,3,13.32
CUST01488,0,29,Postpaid,iOS,0,47.81,1,4.56
CUST01489,0,57,Young,Android,1,40.07,3,5.9
CUST01490,0,39,Family,iOS,0,50.31,2,7.23
CUST01491,0,70,Postpaid,Android,0,44.11,4,4.3
CUST01492,0,39,Prepaid,Android,0,38.96,1,1.6
CUST01493,0,46,Postpaid,Android,0,20.1,1,0.68
CUST01494,0,60,Postpaid,Android,0,35.94,1,1.08
CUST01495,0,65,Postpaid,Android,0,49.35,5,7.34
CUST01496,0,65,Postpaid,Android,0,38.16,3,4.76
CUST01497,0,57,Young,Android,0,53.53,4,2.43
CUST01498,0,55,Postpaid,Android,0,45.75,5,0.12
CUST01499,0,50,Postpaid,iOS,0,26.83,3,1.24
CUST01500,0,52,Prepaid,iOS,0,20.21,1,5.22
CUST01501,0,39,Prepaid,Android,0,37.64,2,2.87
CUST01502,0,36,Postpaid,Android,1,32.14,4,2.29
CUST01503,0,44,Young,Android,1,45.04,1,1.51
CUST01504,0,43,Prepaid,iOS,1,29.23,6,3.74
CUST01505,0,40,Postpaid,Android,0,30.77,5,13.57
CUST01506,0,51,Postpaid,Android,1,55.8,2,9.26
CUST01507,0,54,Postpaid,Android,0,42.22,0,0.12
CUST01508,0,45,Young,Android,1,29.46,4,2.62
CUST01509,0,59,Prepaid,Android,0,40.26,2,1.6
CUST01510,0,33,Young,iOS,0,60.68,2,2.86
CUST01511,0,43,Postpaid,iOS,0,44.41,3,3.73
CUST01512,0,37,Postpaid,Android,0,48.89,1,0.89
CUST01513,0,26,Postpaid,Android,1,28.72,1,6.09
CUST01514,0,44,Postpaid,Android,1,55.4,4,2.58
CUST01515,0,43,Prepaid,Android,1,74.77,3,19.32
CUST01516,0,60,Prepaid,iOS,0,28.13,2,0.1
CUST01517,0,51,Postpaid,Android,0,22.27,0,0.84
CUST01518,0,34,Postpaid,Android,0,42.63,2,4.68
CUST01519,0,63,Postpaid,Android,1,53.13,2,4.75
CUST01520,0,57,Postpaid,iOS,0,38.63,1,3.49
CUST01521,0,50,Postpaid,iOS,1,24.2,3,14.3
CUST01522,0,42,Postpaid,Android,0,38.37,3,2.15
CUST01523,0,35,Postpaid,Android,0,48.97,2,2.16
CUST01524,0,41,Postpaid,Android,1,33.89,3,9.65
CUST01525,0,55,Postpaid,Unknown,0,49.11,3,3.09
CUST01526,0,63,Postpaid,Android,0,57.47,4,1.75
CUST01527,0,60,Prepaid,Android,0,43.6,4,5.08
CUST01528,0,40,Postpaid,Android,1,39.58,3,3.87
CUST01529,0,33,Family,iOS,0,52.44,2,1.46
CUST01530,0,46,Postpaid,Android,0,27.16,6,1.41
CUST01531,0,27,Postpaid,Android,0,25.68,1,2.01
CUST01532,0,48,Postpaid,Android,0,36.0,2,0.3
CUST01533,0,43,Postpaid,iOS,0,32.62,2,11.43
CUST01534,0,40,Young,iOS,0,27.95,0,0.81
CUST01535,0,29,Postpaid,iOS,1,67.46,2,0.86
CUST01536,0,50,Family,Android,1,72.58,1,4.17
CUST01537,0,39,Young,Android,0,34.69,1,5.15
CUST01538,0,33,Prepaid,Unknown,1,41.38,2,5.34
CUST01539,0,16,Prepaid,Android,0,37.18,3,1.88
CUST01540,0,44,Prepaid,iOS,0,56.61,4,8.26
CUST01541,0,62,Postpaid,iOS,0,59.58,2,3.14
CUST01542,0,61,Prepaid,Android,0,13.34,2,2.31
CUST01543,0,40,Postpaid,Android,0,47.14,4,6.65
CUST01544,0,38,Postpaid,iOS,0,20.4,5,1.12
CUST01545,0,49,Postpaid,iOS,1,66.37,2,7.87
CUST01546,0,35,Prepaid,Android,0,46.6,2,3.1
CUST01547,0,48,Young,Android,0,27.65,3,9.21
CUST01548,0,52,Postpaid,Android,0,36.38,1,0.9
CUST01549,0,57,Young,Android,0,35.67,4,11.0
CUST01550,0,43,Postpaid,Android,0,47.88,4,4.66
CUST01551,0,42,Postpaid,Android,0,55.63,1,3.85
CUST01552,0,36,Postpaid,Unknown,1,22.78,3,2.19
CUST01553,0,36,Postpaid,iOS,1,67.58,2,12.52
CUST01554,0,42,Postpaid,iOS,0,64.09,0,2.35
CUST01555,0,48,Prepaid,Android,0,26.87,1,2.76
CUST01556,0,54,Young,Android,1,41.09,2,6.08
CUST01557,0,36,Postpaid,Unknown,0,65.66,4,1.34
CUST01558,0,59,Postpaid,Android,0,58.49,3,1.38
CUST01559,0,42,Young,Android,0,34.95,6,5.97
CUST01560,0,44,Prepaid,Android,0,52.22,2,0.55
CUST01561,0,37,Postpaid,iOS,1,84.96,10,6.93
CUST01562,0,20,Postpaid,iOS,0,41.58,3,3.93
CUST01563,0,53,Young,Android,0,30.51,1,3.1
CUST01564,0,52,Prepaid,iOS,0,42.59,5,1.04
CUST01565,0,42,Postpaid,Android,0,43.7,3,6.17
CUST01566,0,45,Postpaid,Android,1,32.13,2,6.54
CUST01567,0,50,Young,iOS,0,46.62,2,2.64
CUST01568,0,29,Postpaid,iOS,0,21.18,4,1.97
CUST01569,0,39,Family,Android,1,30.02,2,1.13
CUST01570,0,52,Postpaid,Android,0,51.37,2,5.61
CUST01571,0,32,Prepaid,iOS,0,13.68,0,4.08
CUST01572,0,47,Postpaid,iOS,0,53.55,1,0.93
CUST01573,0,31,Postpaid,iOS,0,9.82,5,6.33
CUST01574,0,49,Young,Android,0,14.03,2,8.56
CUST01575,0,44,Postpaid,Unknown,0,32.52,2,0.24
CUST01576,0,28,Prepaid,Unknown,0,44.3,1,5.92
CUST01577,0,56,Postpaid,Android,1,59.88,4,7.66
CUST01578,0,37,Postpaid,iOS,0,40.86,4,19.07
CUST01579,0,36,Postpaid,Android,0,36.3,0,1.09
CUST01580,0,47,Prepaid,Android,0,48.69,1,1.85
CUST01581,0,56,Postpaid,iOS,1,26.94,1,13.55
CUST01582,0,34,Postpaid,Android,0,42.09,3,0.39
CUST01583,0,45,Postpaid,Android,1,22.01,4,2.97
CUST01584,0,49,Prepaid,iOS,0,41.24,2,2.83
CUST01585,0,51,Prepaid,Android,1,38.05,4,3.73
CUST01586,0,46,Postpaid,Android,0,27.94,2,1.61
CUST01587,0,41,Postpaid,iOS,0,42.48,2,10.41
CUST01588,0,36,Family,Android,0,42.38,2,1.26
CUST01589,0,45,Postpaid,Android,1,57.63,2,4.2
CUST01590,0,34,Young,Android,0,15.92,2,2.74
CUST01591,0,15,Young,Android,0,38.86,1,1.24
CUST01592,0,49,Prepaid,iOS,0,28.6,2,0.84
CUST01593,0,54,Postpaid,iOS,1,53.05,2,12.55
CUST01594,0,21,Young,Android,1,51.31,1,3.3
CUST01595,0,34,Prepaid,iOS,0,47.62,2,3.71
CUST01596,0,51,Prepaid,Android,0,29.44,2,6.11
CUST01597,0,65,Postpaid,Android,0,53.28,2,0.34
CUST01598,0,45,Postpaid,iOS,1,17.05,2,5.0
CUST01599,0,37,Postpaid,iOS,1,13.97,2,0.72
CUST01600,0,43,Prepaid,Android,0,20.86,1,5.4
CUST01601,0,58,Prepaid,Android,0,39.5,3,0.61
CUST01602,0,38,Postpaid,Android,1,50.13,2,7.15
CUST01603,0,37,Postpaid,Android,1,5.0,3,4.57
CUST01604,0,40,Postpaid,Android,0,59.84,6,1.95
CUST01605,0,35,Prepaid,iOS,0,41.97,2,1.78
CUST01606,0,46,Family,Android,0,16.48,2,0.65
CUST01607,0,61,Postpaid,iOS,0,41.51,2,9.38
CUST01608,0,48,Postpaid,Android,0,56.39,3,0.5
CUST01609,0,42,Postpaid,Android,0,48.99,2,2.56
CUST01610,0,42,Prepaid,Android,0,56.49,2,1.08
CUST01611,0,29,Prepaid,Android,0,19.51,4,22.43
CUST01612,0,53,Family,iOS,0,33.79,3,3.53
CUST01613,0,44,Postpaid,Android,0,26.13,0,0.65
CUST01614,0,43,Family,Android,1,65.76,3,4.41
CUST01615,0,76,Postpaid,iOS,0,49.59,3,19.12
CUST01616,0,47,Prepaid,iOS,0,82.71,1,3.72
CUST01617,0,37,Postpaid,Android,0,32.99,3,2.45
CUST01618,0,40,Young,Android,1,29.13,2,1.39
CUST01619,0,56,Prepaid,iOS,1,37.86,2,0.39
CUST01620,0,46,Prepaid,Unknown,0,60.68,3,1.04
CUST01621,0,30,Young,iOS,1,34.51,1,3.23
CUST01622,0,54,Postpaid,Android,0,41.87,3,5.61
CUST01623,0,38,Postpaid,Unknown,1,41.45,2,8.41
CUST01624,0,63,Young,Android,0,40.59,2,6.31
CUST01625,0,55,Postpaid,Android,0,30.21,4,0.54
CUST01626,0,40,Postpaid,iOS,0,37.94,3,5.94
CUST01627,0,57,Postpaid,Android,0,37.3,2,3.49
CUST01628,0,45,Prepaid,Android,0,39.89,3,2.53
CUST01629,0,53,Postpaid,Android,1,54.15,3,3.4
CUST01630,0,49,Postpaid,Android,1,66.41,4,0.03
CUST01631,0,36,Postpaid,iOS,0,27.39,2,0.28
CUST01632,0,38,Postpaid,iOS,0,34.12,4,2.98
CUST01633,0,55,Young,Android,0,27.62,3,0.76
CUST01634,0,41,Family,Android,0,42.81,3,3.15
CUST01635,0,40,Prepaid,iOS,0,31.92,1,1.75
CUST01636,0,35,Postpaid,iOS,0,43.6,1,9.52
CUST01637,0,49,Family,Android,1,56.55,6,11.96
CUST01638,0,65,Prepaid,Unknown,0,5.0,2,15.61
CUST01639,0,34,Postpaid,iOS,0,47.38,2,9.17
CUST01640,0,45,Family,Android,0,33.1,2,17.04
CUST01641,0,59,Prepaid,Android,0,46.91,3,4.9
CUST01642,0,44,Prepaid,Android,0,26.55,5,12.93
CUST01643,0,49,Prepaid,iOS,1,57.94,2,4.11
CUST01644,0,34,Postpaid,Android,0,53.7,1,6.63
CUST01645,0,49,Postpaid,Android,0,48.53,0,0.57
CUST01646,0,43,Prepaid,Android,1,51.9,1,4.59
CUST01647,0,54,Postpaid,iOS,0,28.82,3,10.7
CUST01648,0,56,Postpaid,Android,1,30.71,2,3.11
CUST01649,0,70,Prepaid,iOS,0,51.29,2,0.83
CUST01650,0,50,Prepaid,iOS,0,28.48,4,2.99
CUST01651,0,48,Postpaid,Android,1,61.68,3,4.91
CUST01652,0,46,Prepaid,Android,1,35.15,3,5.88
CUST01653,0,41,Young,Android,0,47.53,3,2.97
CUST01654,0,48,Prepaid,iOS,0,71.49,3,0.98
CUST01655,0,42,Postpaid,Android,1,29.41,1,10.45
CUST01656,0,46,Postpaid,Android,0,41.03,1,5.94
CUST01657,0,58,Postpaid,Android,0,55.81,2,1.26
CUST01658,0,34,Postpaid,Android,1,54.27,1,6.68
CUST01659,0,56,Postpaid,iOS,0,35.08,1,1.71
CUST01660,0,58,Postpaid,iOS,1,32.25,4,1.5
CUST01661,0,43,Postpaid,iOS,1,36.5,1,7.95
CUST01662,0,23,Family,Android,0,61.72,3,8.26
CUST01663,0,38,Postpaid,Android,1,35.81,6,2.03
CUST01664,0,57,Prepaid,Unknown,0,41.17,2,0.04
CUST01665,0,44,Prepaid,Android,0,33.6,3,0.83
CUST01666,0,35,Postpaid,iOS,0,50.58,1,9.6
CUST01667,0,39,Family,Android,1,42.33,3,9.16
CUST01668,0,53,Prepaid,Android,1,24.95,3,2.42
CUST01669,0,50,Postpaid,iOS,0,25.47,6,1.45
CUST01670,0,42,Prepaid,Unknown,0,10.02,4,1.44
CUST01671,0,41,Postpaid,Unknown,1,27.53,1,9.1
CUST01672,0,41,Prepaid,Android,0,51.91,2,1.57
CUST01673,0,35,Postpaid,Android,0,59.86,1,2.87
CUST01674,0,61,Young,Android,0,50.28,8,5.25
CUST01675,0,41,Postpaid,iOS,1,48.32,3,0.94
CUST01676,0,57,Prepaid,iOS,1,38.1,3,1.17
CUST01677,0,60,Postpaid,Android,1,51.62,2,1.77
CUST01678,0,54,Prepaid,Unknown,0,44.29,1,4.25
CUST01679,0,40,Prepaid,iOS,1,67.07,0,6.8
CUST01680,0,49,Postpaid,iOS,0,38.52,3,3.16
CUST01681,0,44,Prepaid,Android,1,60.15,4,0.57
CUST01682,0,35,Postpaid,Android,0,53.11,1,2.36
CUST01683,0,48,Young,Unknown,0,51.03,4,0.55
CUST01684,0,33,Postpaid,Android,0,9.83,1,0.37
CUST01685,0,56,Young,iOS,0,53.94,1,3.56
CUST01686,0,40,Young,Unknown,1,38.09,0,12.51
CUST01687,0,47,Postpaid,iOS,1,33.34,1,7.27
CUST01688,0,47,Postpaid,Android,0,17.76,1,5.96
CUST01689,0,42,Postpaid,Android,1,39.92,4,5.19
CUST01690,0,50,Young,Android,0,40.5,3,9.1
CUST01691,0,40,Postpaid,Android,1,20.45,2,5.59
CUST01692,0,53,Prepaid,Android,1,17.9,1,3.94
CUST01693,0,31,Young,Android,1,47.3,4,1.81
CUST01694,0,46,Postpaid,Android,0,53.08,5,0.43
CUST01695,0,64,Prepaid,Android,0,42.85,2,2.47
CUST01696,0,34,Postpaid,Android,1,57.26,1,10.35
CUST01697,0,38,Postpaid,Android,0,38.7,2,3.5
CUST01698,0,50,Prepaid,Android,1,39.18,2,0.82
CUST01699,0,46,Postpaid,iOS,1,26.24,1,4.19
CUST01700,0,48,Postpaid,Android,0,16.6,2,2.51
CUST01701,0,49,Young,Android,1,67.82,2,10.72
CUST01702,0,51,Postpaid,iOS,1,56.97,3,0.7
CUST01703,0,56,Family,iOS,0,19.11,3,4.98
CUST01704,0,49,Family,Android,0,42.34,5,4.58
CUST01705,0,42,Postpaid,iOS,1,38.5,4,16.43
CUST01706,0,51,Postpaid,Unknown,0,35.89,6,3.33
CUST01707,0,63,Prepaid,iOS,0,33.86,1,8.21
CUST01708,0,43,Postpaid,Android,1,45.72,2,0.1
CUST01709,0,35,Postpaid,iOS,0,52.27,1,0.52
CUST01710,0,56,Prepaid,Android,1,46.04,0,1.7
CUST01711,0,43,Postpaid,Android,0,38.19,1,3.86
CUST01712,0,23,Young,Unknown,0,37.64,3,2.38
CUST01713,0,53,Postpaid,Android,1,54.05,2,0.91
CUST01714,0,39,Postpaid,iOS,0,46.95,4,3.56
CUST01715,0,44,Postpaid,Android,1,41.09,2,3.35
CUST01716,0,48,Family,Unknown,1,39.46,3,2.97
CUST01717,0,46,Prepaid,Android,1,45.18,1,0.38
CUST01718,0,52,Young,Android,0,32.97,2,10.47
CUST01719,0,40,Postpaid,Android,0,52.32,2,3.59
CUST01720,0,50,Postpaid,Android,1,23.86,1,1.23
CUST01721,0,42,Postpaid,Android,0,33.83,1,4.65
CUST01722,0,52,Postpaid,iOS,0,49.17,4,1.53
CUST01723,0,51,Prepaid,Android,0,23.01,4,2.82
CUST01724,0,35,Prepaid,iOS,0,16.4,2,1.67
CUST01725,0,55,Postpaid,Android,1,40.95,6,8.49
CUST01726,0,39,Family,Android,1,14.55,4,20.45
CUST01727,0,53,Postpaid,Unknown,1,20.52,3,0.7
CUST01728,0,48,Family,Android,0,51.35,3,0.1
CUST01729,0,63,Postpaid,iOS,1,36.93,1,0.99
CUST01730,0,42,Postpaid,iOS,0,59.28,1,3.57
CUST01731,0,41,Postpaid,Android,0,21.93,3,0.76
CUST01732,0,44,Postpaid,iOS,0,38.59,4,6.67
CUST01733,0,41,Prepaid,iOS,1,45.99,4,2.1
CUST01734,0,52,Postpaid,Android,1,22.44,2,3.77
CUST01735,0,28,Postpaid,iOS,1,55.48,3,2.43
CUST01736,0,34,Prepaid,Android,1,47.66,1,9.35
CUST01737,0,34,Prepaid,Android,1,15.86,4,0.14
CUST01738,0,54,Young,Unknown,0,39.43,1,5.23
CUST01739,0,62,Postpaid,iOS,1,45.79,3,4.22
CUST01740,0,43,Prepaid,iOS,0,31.15,1,4.19
CUST01741,0,43,Prepaid,iOS,0,17.8,5,2.14
CUST01742,0,45,Postpaid,iOS,0,44.18,4,0.06
CUST01743,0,56,Postpaid,iOS,0,73.17,0,4.67
CUST01744,0,35,Postpaid,Android,0,34.2,2,7.08
CUST01745,0,47,Postpaid,Android,0,63.54,3,0.36
CUST01746,0,54,Postpaid,Android,0,28.72,3,2.33
CUST01747,0,50,Postpaid,iOS,1,43.23,1,0.71
